Código;Especificação;Cod. Aplicação;Fonte STN;Fonte de Recurso;Prev. Inicial;Prev. Atualizada;Arrec. Período;Arrec. Total
1751.50.0.1.00;TRANSF.RECURSOS FUNDEB-PRINCIPAL;999.000;1.540 0;1.540.01 9999;8.500.000,00;8.500.000,00;9.495.871,24;9.495.871,24
1900.00.0.0.00;OUTRAS RECEITAS CORRENTES;;;;423.709,00;423.709,00;119,93;119,93
1920.00.0.0.00;INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS;;;;50.519,00;50.519,00;119,93;119,93
1922.00.0.0.00;RESTITUIÇÕES;;;;50.519,00;50.519,00;119,93;119,93
1922.99.0.1.00;OUTRAS RESTITUIÇÕES – PRINCIPAL;;;;40.519,00;40.519,00;119,93;119,93
1922.99.0.1.00;OUTRAS RESTITUIÇÕES – PRINCIPAL;999.000;1.500 0;1.500.00 9999;10.519,00;10.519,00;119,93;119,93
1922.99.0.1.00;OUTRAS RESTITUIÇÕES – PRINCIPAL;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
1922.99.0.2.00;OUTRAS RESTITUIÇÕES – MULTAS E JUROS;;;;10.000,00;10.000,00;0,00;0,00
1922.99.0.2.00;OUTRAS RESTITUIÇÕES – MULTAS E JUROS;999.000;1.800 1111;1.800.03 1111;10.000,00;10.000,00;0,00;0,00
1990.00.0.0.00;DEMAIS RECEITAS CORRENTES;;;;373.190,00;373.190,00;0,00;0,00
1999.00.0.0.00;OUTRAS RECEITAS CORRENTES;;;;373.190,00;373.190,00;0,00;0,00
1999.03.0.1.00;COMPEN.FINANC.ENTRE REGIMES PREVID.–PRINCIPAL;;;;40.000,00;40.000,00;0,00;0,00
1999.03.0.1.00;COMPEN.FINANC.ENTRE REGIMES PREVID.–PRINCIPAL;999.000;1.800 1111;1.800.03 1111;40.000,00;40.000,00;0,00;0,00
1999.99.2.1.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-PRINCIPAL;;;;333.190,00;333.190,00;0,00;0,00
1999.99.2.1.00;OUTRAS REC.NÃO ARREC.NÃO PROJ.RFB-PRIMÁRIAS-PRINCIPAL;999.000;1.500 0;1.500.00 9999;333.190,00;333.190,00;0,00;0,00
2000.00.0.0.00;RECEITAS DE CAPITAL;;;;3.741.366,26;4.434.366,26;4.502.820,71;4.502.820,71
2200.00.0.0.00;ALIENAÇÃO DE BENS;;;;0,00;0,00;20.200,00;20.200,00
2210.00.0.0.00;ALIENAÇÃO DE BENS MÓVEIS;;;;0,00;0,00;20.200,00;20.200,00
2213.00.0.0.00;ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES;;;;0,00;0,00;20.200,00;20.200,00
2213.01.0.1.00;ALIEN.BENS MÓVEIS E SEMOVENTES-PRINCIPAL;;;;0,00;0,00;20.200,00;20.200,00
2213.01.0.1.01;ALIEN.BENS MÓVEIS E SEMOVENTES-PRINCIPAL;999.000;1.755 0;1.755.05 9999;0,00;0,00;20.200,00;20.200,00
2400.00.0.0.00;TRANSFERÊNCIAS DE CAPITAL;;;;3.741.366,26;4.434.366,26;4.482.620,71;4.482.620,71
2410.00.0.0.00;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;;;;3.407.000,00;4.100.000,00;4.482.620,71;4.482.620,71
2411.00.0.0.00;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE – SUS;;;;380.000,00;380.000,00;0,00;0,00
2411.51.1.1.00;TRANSF.-SUS-BLOCO ESTRUT.-ATEN.PRIMÁRIA-PRINCIPAL;;;;380.000,00;380.000,00;0,00;0,00
2411.51.1.1.00;TRANSF.-SUS-BLOCO ESTRUT.-ATEN.PRIMÁRIA-PRINCIPAL;999.000;1.601 0;1.601.02 9999;380.000,00;380.000,00;0,00;0,00
2414.00.0.0.00;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES ;;;;3.027.000,00;3.027.000,00;3.789.620,71;3.789.620,71
2414.50.0.1.00;TRANSF. CONV.UNIÃO PARA O SUS-PRINCIPAL;;;;107.000,00;107.000,00;0,00;0,00
2414.50.0.1.00;TRANSF. CONV.UNIÃO PARA O SUS-PRINCIPAL;999.000;1.631 0;1.631.02 9999;107.000,00;107.000,00;0,00;0,00
2414.51.0.1.00;TRANSF. CONV.UNIÃO PROGR.EDUCAÇÃO-PRINCIPAL;;;;700.000,00;700.000,00;0,00;0,00
2414.51.0.1.00;TRANSF. CONV.UNIÃO PROGR.EDUCAÇÃO-PRINCIPAL;999.000;1.570 0;1.570.01 9999;700.000,00;700.000,00;0,00;0,00
2414.99.0.1.00;OUTRAS TRANSF.CONV.UNIÃO SUAS ENTID.-PRINCIPAL;;;;2.220.000,00;2.220.000,00;3.789.620,71;3.789.620,71
2414.99.0.1.00;OUTRAS TRANSF.CONV.UNIÃO SUAS ENTID.-PRINCIPAL;999.000;1.700 0;1.700.05 9999;2.220.000,00;2.220.000,00;3.789.620,71;3.789.620,71
2419.00.0.0.00;OUTRAS TRANSF. RECURSOS UNIÃO E DE SUAS ENTIDADES;;;;0,00;693.000,00;693.000,00;693.000,00
2419.51.0.1.00;TRANSF.ESPECIAL UNIÃO-PRINCIPAL;;;;0,00;693.000,00;693.000,00;693.000,00
2419.51.0.1.01;TRANSF.ESPECIAL UNIÃO EMENDA INDVIDUAL -PRINCIPAL;999.000;1.706 3110;1.706.05 7001;0,00;693.000,00;693.000,00;693.000,00
2420.00.0.0.00;TRANSF.ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES;;;;334.366,26;334.366,26;0,00;0,00
2422.00.0.0.00;TRANSF.CONVÊNIOS ESTADOS E DF E DE SUAS ENTIDADES;;;;334.366,26;334.366,26;0,00;0,00
2422.50.0.1.00;TRANSF.CONV.ESTADOS PARA SUS-PRINCIPAL;;;;304.366,26;304.366,26;0,00;0,00
2422.50.0.1.00;TRANSF.CONV.ESTADOS PARA SUS-PRINCIPAL;999.000;1.632 0;1.632.02 9999;304.366,26;304.366,26;0,00;0,00
2422.99.0.1.00;OUTRAS TRANSF.CONV.EST/DFSUA ENTID.-PRINCIPAL;;;;30.000,00;30.000,00;0,00;0,00
2422.99.0.1.00;OUTRAS TRANSF.CONV.EST/DFSUA ENTID.-PRINCIPAL;999.000;1.701 0;1.701.05 9999;30.000,00;30.000,00;0,00;0,00
7000.00.0.0.00;RECEITAS CORRENTES. (INTRA);;;;1.758.000,00;1.758.000,00;1.270.210,70;1.270.210,70
7200.00.0.0.00;CONTRIBUIÇÕES (INTRA);;;;1.588.000,00;1.588.000,00;1.270.210,70;1.270.210,70
7210.00.0.0.00;CONTRIBUIÇÕES SOCIAIS (INTRA);;;;1.588.000,00;1.588.000,00;1.270.210,70;1.270.210,70
7215.00.0.0.00;CONTRIBUIÇÕES RPPS - (INTRA);;;;1.588.000,00;1.588.000,00;1.270.210,70;1.270.210,70
7215.02.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL;;;;1.018.000,00;1.018.000,00;1.270.210,70;1.270.210,70
7215.02.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL;999.000;1.802 0;1.802.03 9999;381.000,00;381.000,00;181.353,65;181.353,65
7215.02.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL;999.000;1.800 1111;1.800.03 1111;637.000,00;637.000,00;1.088.857,05;1.088.857,05
7215.02.1.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS JUROS;;;;30.000,00;30.000,00;0,00;0,00
7215.02.1.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS JUROS;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
7215.02.2.1.00;CONTRIB.PATRONAL SENT.JUDIC.- SERV.CIV.ATIVO - PRINCIPAL;;;;40.000,00;40.000,00;0,00;0,00
7215.02.2.1.00;CONTRIB.PATRONAL SENT.JUDIC.- SERV.CIV.ATIVO - PRINCIPAL;999.000;1.800 1111;1.800.03 1111;40.000,00;40.000,00;0,00;0,00
7215.02.2.2.00;CONTRIB.PATRONAL SENT.JUDIC.- SERV.CIV.ATIVO -M/J DE MORA;;;;5.000,00;5.000,00;0,00;0,00
7215.02.2.2.00;CONTRIB.PATRONAL SENT.JUDIC.- SERV.CIV.ATIVO -M/J DE MORA;999.000;1.800 1111;1.800.03 1111;5.000,00;5.000,00;0,00;0,00
7215.50.1.1.00;CONTRIB.PATRONAL-SERV.CIVIL-INAT.-PRINCIPAL;;;;75.000,00;75.000,00;0,00;0,00
7215.50.1.1.00;CONTRIB.PATRONAL-SERV.CIVIL-INAT.-PRINCIPAL;999.000;1.802 0;1.802.03 9999;45.000,00;45.000,00;0,00;0,00
7215.50.1.1.00;CONTRIB.PATRONAL-SERV.CIVIL-INAT.-PRINCIPAL;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
7215.50.1.2.00;CONTRIB.PATRONAL-SERV.CIVIL-INAT.-MULTAS JUROS;;;;15.000,00;15.000,00;0,00;0,00
7215.50.1.2.00;CONTRIB.PATRONAL-SERV.CIVIL-INAT.-MULTAS JUROS;999.000;1.800 1111;1.800.03 1111;15.000,00;15.000,00;0,00;0,00
7215.50.2.1.00;CONTRIB.PATR.-SERV.CIVIL-PENS.-PRINCIPAL;;;;75.000,00;75.000,00;0,00;0,00
7215.50.2.1.00;CONTRIB.PATR.-SERV.CIVIL-PENS.-PRINCIPAL;999.000;1.802 0;1.802.03 9999;45.000,00;45.000,00;0,00;0,00
7215.50.2.1.00;CONTRIB.PATR.-SERV.CIVIL-PENS.-PRINCIPAL;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
7215.50.2.2.00;CONTRIB.PATR.-SERV.CIVIL-PENS.-MULTAS JUROS;;;;30.000,00;30.000,00;0,00;0,00
7215.50.2.2.00;CONTRIB.PATR.-SERV.CIVIL-PENS.-MULTAS JUROS;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
7215.51.1.1.00;CONTRIB.PATR.SERV.CIVIL ATIVO-PARC.-PRINCIPAL;;;;250.000,00;250.000,00;0,00;0,00
7215.51.1.1.00;CONTRIB.PATR.SERV.CIVIL ATIVO-PARC.-PRINCIPAL;999.000;1.800 1111;1.800.03 1111;250.000,00;250.000,00;0,00;0,00
7215.51.1.2.00;CONTRIB.PATR.SERV.CIVIL ATIVO-PARC.-MULTAS JUROS;;;;50.000,00;50.000,00;0,00;0,00
7215.51.1.2.00;CONTRIB.PATR.SERV.CIVIL ATIVO-PARC.-MULTAS JUROS;999.000;1.800 1111;1.800.03 9999;50.000,00;50.000,00;0,00;0,00
7900.00.0.0.00;OUTRAS RECEITAS CORRENTES – INTRA OFSS;;;;170.000,00;170.000,00;0,00;0,00
7990.00.0.0.00;DEMAIS RECEITAS CORRENTES – INTRA;;;;170.000,00;170.000,00;0,00;0,00
7999.00.0.0.00;OUTRAS RECEITAS CORRENTES – INTRA;;;;170.000,00;170.000,00;0,00;0,00
7999.01.0.1.00;APORTES PERIÓD.AMORTIZ.DÉFICIT ATUARIAL RPPS-PRINCIPAL;;;;170.000,00;170.000,00;0,00;0,00
7999.01.0.1.00;APORTES PERIÓD.AMORTIZ.DÉFICIT ATUARIAL RPPS-PRINCIPAL;999.000;1.800 1111;1.800.03 9999;170.000,00;170.000,00;0,00;0,00
9000.00.0.0.00;(R) DEDUCOES DA RECEITA;;;;-4.697.370,00;-4.697.370,00;-3.844.634,61;-3.844.634,61
9500.00.0.0.00;(R) DEDUÇÕES DO FUNDEB;;;;-4.697.370,00;-4.697.370,00;-3.844.634,61;-3.844.634,61
9510.00.0.0.00;(R) DEDUÇÕES DO FUNDEB;;;;-4.697.370,00;-4.697.370,00;-3.844.634,61;-3.844.634,61
9510.00.0.0.00;(R) DEDUÇÕES DO FUNDEB;;;;-4.697.370,00;-4.697.370,00;-3.844.634,61;-3.844.634,61
9510.00.0.0.00;(R) DEDUÇÕES DO FUNDEB;999.000;1.500 0;1.500.00 9999;-4.697.370,00;-4.697.370,00;-3.844.634,61;-3.844.634,61
;;;;;60.586.045,63;61.461.754,33;57.668.592,55;57.668.592,55
