Código;Especificação;Cod. Aplicação;Fonte STN;Fonte de Recurso;Prev. Inicial;Prev. Atualizada;Arrec. Período;Arrec. Total
1729.52.0.1.00;TRANSFERÊNCIAS DE RECURSOS DESTINADOS A PROGRAMAS DE EDUCAÇÃ;999.000;1.576 0;1.576.01 9999;90.799,00;361.511,60;361.511,60;361.511,60
1750.00.0.0.00;TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS;;;;8.604.851,00;8.604.851,00;7.145.940,51;7.145.940,51
1751.00.0.0.00;TRANSFERÊNCIAS DE RECURSOS DO FUNDO DE MANUTENÇÃO E DESENVOL;;;;8.604.851,00;8.604.851,00;7.145.940,51;7.145.940,51
1751.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DO FUNDO DE MANUTENÇÃO E DESENVOL;;;;8.604.851,00;8.604.851,00;7.145.940,51;7.145.940,51
1751.50.0.1.00;TRANSFERÊNCIAS DE RECURSOS DO FUNDO DE MANUTENÇÃO E DESENVOL;999.000;1.540 0;1.540.01 9999;8.604.851,00;8.604.851,00;7.145.940,51;7.145.940,51
1790.00.0.0.00;DEMAIS TRANSFERÊNCIAS CORRENTES;;;;0,00;0,00;0,00;0,00
1799.00.0.0.00;OUTRAS TRANSFERÊNCIAS CORRENTES;;;;0,00;0,00;0,00;0,00
1799.99.0.1.00;OUTRAS TRANSFERÊNCIAS CORRENTES - PRINCIPAL;;;;0,00;0,00;0,00;0,00
1799.99.0.1.00;OUTRAS TRANSFERÊNCIAS CORRENTES - PRINCIPAL;999.000;1.715 0;1.715.05 9999;0,00;0,00;0,00;0,00
1799.99.0.1.01;OUTRAS TRANSFERÊNCIAS CORRENTES - LEI PAULO GUSTAVO;999.000;1.716 0;1.716.05 9999;0,00;0,00;0,00;0,00
1900.00.0.0.00;OUTRAS RECEITAS CORRENTES;;;;95.190,00;70.000,00;0,00;0,00
1920.00.0.0.00;INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS;;;;50.000,00;40.000,00;0,00;0,00
1922.00.0.0.00;RESTITUIÇÕES;;;;50.000,00;40.000,00;0,00;0,00
1922.99.0.1.00;OUTRAS RESTITUIÇÕES - PRINCIPAL;;;;40.000,00;30.000,00;0,00;0,00
1922.99.0.1.00;OUTRAS RESTITUIÇÕES - PRINCIPAL;999.000;1.500 0;1.500.00 9999;10.000,00;0,00;0,00;0,00
1922.99.0.1.00;OUTRAS RESTITUIÇÕES - PRINCIPAL;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
1922.99.0.2.00;OUTRAS RESTITUIÇÕES - MULTAS E JUROS DE MORA;;;;10.000,00;10.000,00;0,00;0,00
1922.99.0.2.00;OUTRAS RESTITUIÇÕES - MULTAS E JUROS DE MORA;999.000;1.800 1111;1.800.03 1111;10.000,00;10.000,00;0,00;0,00
1990.00.0.0.00;DEMAIS RECEITAS CORRENTES;;;;45.190,00;30.000,00;0,00;0,00
1999.00.0.0.00;OUTRAS RECEITAS CORRENTES;;;;45.190,00;30.000,00;0,00;0,00
1999.03.0.1.00;COMPENSAÇÕES FINANCEIRAS ENTRE OS REGIMES DE PREVIDÊNCIA - P;;;;30.000,00;30.000,00;0,00;0,00
1999.03.0.1.00;COMPENSAÇÕES FINANCEIRAS ENTRE OS REGIMES DE PREVIDÊNCIA - P;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
1999.99.2.1.00;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB -;;;;15.190,00;0,00;0,00;0,00
1999.99.2.1.00;OUTRAS RECEITAS NÃO ARRECADADAS E NÃO PROJETADAS PELA RFB -;999.000;1.500 0;1.500.00 9999;15.190,00;0,00;0,00;0,00
2000.00.0.0.00;RECEITAS DE CAPITAL;;;;4.000.000,00;1.999.619,85;1.123.619,85;1.123.619,85
2200.00.0.0.00;ALIENAÇÃO DE BENS;;;;0,00;112.000,00;112.000,00;112.000,00
2210.00.0.0.00;ALIENAÇÃO DE BENS MÓVEIS;;;;0,00;112.000,00;112.000,00;112.000,00
2213.00.0.0.00;ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES;;;;0,00;112.000,00;112.000,00;112.000,00
2213.01.0.1.00;ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES - PRINCIPAL;;;;0,00;112.000,00;112.000,00;112.000,00
2213.01.0.1.00;ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES - PRINCIPAL;999.000;1.755 0;1.755.05 9999;0,00;112.000,00;112.000,00;112.000,00
2400.00.0.0.00;TRANSFERÊNCIAS DE CAPITAL;;;;4.000.000,00;1.887.619,85;1.011.619,85;1.011.619,85
2410.00.0.0.00;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;;;;3.870.000,00;1.787.619,85;1.011.619,85;1.011.619,85
2411.00.0.0.00;TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS;;;;500.000,00;500.000,00;24.000,00;24.000,00
2411.51.1.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE ESTRUTURAÇÃO DA REDE;;;;500.000,00;500.000,00;24.000,00;24.000,00
2411.51.1.1.00;TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE ESTRUTURAÇÃO DA REDE;999.000;1.601 0;1.601.02 9999;500.000,00;500.000,00;24.000,00;24.000,00
2414.00.0.0.00;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES ;;;;3.370.000,00;1.287.619,85;987.619,85;987.619,85
2414.50.0.1.00;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO PARA O SISTEMA ÚNICO DE;;;;300.000,00;300.000,00;0,00;0,00
2414.50.0.1.00;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO PARA O SISTEMA ÚNICO DE;999.000;1.631 0;1.631.02 9999;300.000,00;300.000,00;0,00;0,00
2414.51.0.1.00;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO DESTINADAS A PROGRAMAS;;;;600.000,00;0,00;0,00;0,00
2414.51.0.1.00;TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO DESTINADAS A PROGRAMAS;999.000;1.570 0;1.570.01 9999;600.000,00;0,00;0,00;0,00
2414.99.0.1.00;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDA;;;;2.470.000,00;987.619,85;987.619,85;987.619,85
2414.99.0.1.00;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDA;999.000;1.700 0;1.700.05 9999;2.470.000,00;987.619,85;987.619,85;987.619,85
2420.00.0.0.00;TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS E;;;;130.000,00;100.000,00;0,00;0,00
2422.00.0.0.00;TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DF E DE SUAS ENTID;;;;130.000,00;100.000,00;0,00;0,00
2422.50.0.1.00;TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS PARA O SISTEMA ÚNICO;;;;100.000,00;100.000,00;0,00;0,00
2422.50.0.1.00;TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS PARA O SISTEMA ÚNICO;999.000;1.632 0;1.632.02 9999;100.000,00;100.000,00;0,00;0,00
2422.99.0.1.00;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DF E DE SUA;;;;30.000,00;0,00;0,00;0,00
2422.99.0.1.00;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DF E DE SUA;999.000;1.701 0;1.701.05 9999;30.000,00;0,00;0,00;0,00
7000.00.0.0.00;RECEITAS CORRENTES.;;;;1.315.000,00;1.412.325,66;1.234.604,08;1.234.604,08
7200.00.0.0.00;CONTRIBUIÇÕES;;;;1.265.000,00;1.362.325,66;1.234.604,08;1.234.604,08
7210.00.0.0.00;CONTRIBUIÇÕES SOCIAIS;;;;1.265.000,00;1.362.325,66;1.234.604,08;1.234.604,08
7215.00.0.0.00;CONTRIBUIÇÕES PARA  REGIMES PRÓPRIOS DE PREVIDÊNCIA E SISTEM;;;;1.265.000,00;1.362.325,66;1.234.604,08;1.234.604,08
7215.02.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL;;;;805.000,00;900.827,14;926.432,09;926.432,09
7215.02.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL;999.000;1.802 0;1.802.03 9999;295.000,00;390.827,14;218.273,70;218.273,70
7215.02.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL;999.000;1.800 1111;1.800.03 1111;510.000,00;510.000,00;708.158,39;708.158,39
7215.02.1.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JURO;;;;30.000,00;30.000,00;311,54;311,54
7215.02.1.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JURO;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;311,54;311,54
7215.02.2.1.00;CONTRIBUIÇÃO PATRONAL ORIUNDA DE SENTENÇAS JUDICIAIS - SERVI;;;;30.000,00;30.000,00;0,00;0,00
7215.02.2.1.00;CONTRIBUIÇÃO PATRONAL ORIUNDA DE SENTENÇAS JUDICIAIS - SERVI;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
7215.02.2.2.00;CONTRIBUIÇÃO PATRONAL ORIUNDA DE SENTENÇAS JUDICIAIS - SERVI;;;;5.000,00;5.000,00;0,00;0,00
7215.02.2.2.00;CONTRIBUIÇÃO PATRONAL ORIUNDA DE SENTENÇAS JUDICIAIS - SERVI;999.000;1.800 1111;1.800.03 1111;5.000,00;5.000,00;0,00;0,00
7215.50.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - INATIVO - PRINCIPAL;;;;75.000,00;76.498,52;225.693,00;225.693,00
7215.50.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - INATIVO - PRINCIPAL;999.000;1.802 0;1.802.03 9999;45.000,00;45.000,00;0,00;0,00
7215.50.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - INATIVO - PRINCIPAL;999.000;1.800 1111;1.800.03 1111;30.000,00;31.498,52;225.693,00;225.693,00
7215.50.1.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - INATIVO - MULTAS E;;;;15.000,00;15.000,00;0,00;0,00
7215.50.1.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - INATIVO - MULTAS E;999.000;1.800 1111;1.800.03 1111;15.000,00;15.000,00;0,00;0,00
7215.50.2.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - PENSIONISTAS - PRIN;;;;75.000,00;75.000,00;0,00;0,00
7215.50.2.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - PENSIONISTAS - PRIN;999.000;1.802 0;1.802.03 9999;45.000,00;45.000,00;0,00;0,00
7215.50.2.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - PENSIONISTAS - PRIN;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
7215.50.2.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - PENSIONISTAS - MULT;;;;30.000,00;30.000,00;0,00;0,00
7215.50.2.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL - PENSIONISTAS - MULT;999.000;1.800 1111;1.800.03 1111;30.000,00;30.000,00;0,00;0,00
7215.51.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PARCELAMENTOS;;;;150.000,00;150.000,00;82.167,45;82.167,45
7215.51.1.1.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PARCELAMENTOS;999.000;1.800 1111;1.800.03 1111;150.000,00;150.000,00;82.167,45;82.167,45
7215.51.1.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PARCELAMENTOS;;;;50.000,00;50.000,00;0,00;0,00
7215.51.1.2.00;CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PARCELAMENTOS;999.000;1.800 1111;1.800.03 1111;50.000,00;50.000,00;0,00;0,00
7900.00.0.0.00;OUTRAS RECEITAS CORRENTES;;;;50.000,00;50.000,00;0,00;0,00
7990.00.0.0.00;DEMAIS RECEITAS CORRENTES;;;;50.000,00;50.000,00;0,00;0,00
7999.00.0.0.00;OUTRAS RECEITAS CORRENTES;;;;50.000,00;50.000,00;0,00;0,00
7999.01.0.1.00;APORTES PERIÓDICOS PARA AMORTIZAÇÃO DE DÉFICIT ATUARIAL DO R;;;;50.000,00;50.000,00;0,00;0,00
7999.01.0.1.00;APORTES PERIÓDICOS PARA AMORTIZAÇÃO DE DÉFICIT ATUARIAL DO R;999.000;1.800 1111;1.800.03 1111;50.000,00;50.000,00;0,00;0,00
9000.00.0.0.00;(R) DEDUCOES DA RECEITA;;;;-3.492.633,00;-3.492.633,00;-2.939.934,09;-2.939.934,09
9500.00.0.0.00;(R) DEDUÇÕES DO FUNDEB;;;;-3.492.633,00;-3.492.633,00;-2.939.934,09;-2.939.934,09
9510.00.0.0.00;(R) DEDUÇÕES DO FUNDEB;;;;-3.492.633,00;-3.492.633,00;-2.939.934,09;-2.939.934,09
9510.00.0.0.00;(R) DEDUÇÕES DO FUNDEB;;;;-3.492.633,00;-3.492.633,00;-2.939.934,09;-2.939.934,09
9510.00.0.0.00;(R) DEDUÇÕES DO FUNDEB;999.000;1.500 0;1.500.00 9999;-3.492.633,00;-3.492.633,00;-2.939.934,09;-2.939.934,09
;;;;;42.750.775,00;42.750.775,00;38.872.043,76;38.872.043,76
